B C19n
B C19r
B C20n
B C20r
B C21n
B NP14a
B C22n
T C23n
B C. crassus
B NP12
B C24n
B C24r
B C25n
B C25r
B C26n
B C26r
B C27n
B C27r
B C28n
B C28r
B C29n
