7.715,41.39
25.275,42.3
61.905,43.43
138.775,45.72
152.397,47.35
152.397,49.11
154.07,49.34
183.008,50.63
193.92,51.64
193.92,53.7
198.725,53.98
253.395,57.1
257.43,57.66
275.3,58.96
279.305,59.24
332.536,62.22
344.95,62.52
370.616,63.49
387.43,64.67
392.09,64.96
395.5,65.69
